2021/7/3	4:15:3	24.40 C_deg	80.50 %	518.73 ppm
2021/7/3	4:30:2	24.40 C_deg	81.00 %	518.73 ppm
2021/7/3	4:45:1	24.30 C_deg	80.80 %	518.71 ppm
2021/7/3	5:0:0	24.30 C_deg	80.70 %	518.71 ppm
2021/7/3	5:15:3	24.30 C_deg	80.70 %	518.71 ppm
2021/7/3	5:30:2	24.20 C_deg	80.70 %	518.73 ppm
2021/7/3	5:45:1	24.20 C_deg	80.80 %	518.71 ppm
2021/7/3	6:0:4	24.20 C_deg	81.10 %	518.72 ppm
2021/7/3	6:15:3	24.20 C_deg	81.50 %	518.74 ppm
2021/7/3	6:30:2	24.20 C_deg	81.40 %	518.73 ppm
2021/7/3	6:45:1	24.20 C_deg	81.20 %	518.71 ppm
2021/7/3	7:0:4	24.10 C_deg	81.10 %	518.72 ppm
2021/7/3	7:15:3	24.10 C_deg	81.30 %	518.72 ppm
2021/7/3	7:30:2	24.10 C_deg	81.20 %	518.73 ppm
2021/7/3	7:45:1	24.00 C_deg	81.10 %	518.72 ppm
2021/7/3	8:0:4	24.00 C_deg	81.30 %	518.71 ppm
2021/7/3	8:15:2	24.00 C_deg	81.20 %	518.73 ppm
2021/7/3	8:30:1	24.00 C_deg	81.10 %	518.72 ppm
2021/7/3	8:45:0	24.00 C_deg	81.00 %	518.70 ppm
2021/7/3	9:0:3	24.00 C_deg	81.30 %	518.70 ppm
2021/7/3	9:15:2	24.00 C_deg	81.90 %	518.71 ppm
2021/7/3	9:30:1	24.00 C_deg	81.70 %	518.72 ppm
2021/7/3	9:45:4	23.90 C_deg	81.80 %	518.71 ppm
2021/7/3	10:0:2	23.80 C_deg	82.70 %	518.71 ppm
2021/7/3	10:15:1	24.00 C_deg	82.70 %	518.71 ppm
2021/7/3	10:30:4	24.10 C_deg	82.50 %	518.72 ppm
2021/7/3	10:45:3	24.20 C_deg	82.20 %	518.73 ppm
2021/7/3	11:0:2	24.20 C_deg	81.90 %	518.72 ppm
2021/7/3	11:15:1	24.30 C_deg	81.80 %	518.71 ppm
2021/7/3	11:30:4	24.30 C_deg	81.60 %	518.72 ppm
2021/7/3	11:45:3	24.40 C_deg	81.20 %	518.73 ppm
2021/7/3	12:0:2	24.50 C_deg	81.10 %	518.73 ppm
2021/7/3	12:15:1	24.60 C_deg	80.90 %	518.72 ppm
2021/7/3	12:30:4	24.60 C_deg	80.30 %	518.73 ppm
2021/7/3	12:45:3	24.70 C_deg	80.30 %	518.72 ppm
2021/7/3	13:0:2	24.70 C_deg	80.40 %	518.72 ppm
2021/7/3	13:15:2	24.80 C_deg	80.20 %	518.71 ppm
2021/7/3	13:30:1	24.90 C_deg	80.00 %	518.74 ppm
2021/7/3	13:45:0	25.00 C_deg	79.90 %	518.72 ppm
2021/7/3	14:0:4	25.10 C_deg	79.50 %	518.72 ppm
2021/7/3	14:15:3	25.20 C_deg	79.40 %	518.73 ppm
2021/7/3	14:30:2	25.20 C_deg	80.10 %	518.72 ppm
2021/7/3	14:45:2	25.20 C_deg	79.40 %	518.72 ppm
2021/7/3	15:0:1	25.30 C_deg	79.20 %	518.72 ppm
2021/7/3	15:15:1	25.30 C_deg	79.00 %	518.71 ppm
2021/7/3	15:30:0	25.30 C_deg	78.40 %	518.72 ppm
2021/7/3	15:45:4	25.40 C_deg	78.70 %	518.70 ppm
2021/7/3	16:0:3	25.40 C_deg	78.30 %	518.73 ppm
2021/7/3	16:15:3	25.30 C_deg	78.40 %	518.72 ppm
2021/7/3	16:30:2	25.20 C_deg	77.60 %	518.71 ppm
2021/7/3	16:45:1	25.10 C_deg	77.60 %	518.72 ppm
2021/7/3	17:0:1	25.00 C_deg	77.40 %	518.73 ppm
2021/7/3	17:15:4	24.90 C_deg	77.70 %	518.73 ppm
2021/7/3	17:30:3	24.90 C_deg	76.90 %	518.72 ppm
2021/7/3	17:45:3	24.80 C_deg	76.80 %	518.74 ppm
2021/7/3	18:0:2	24.70 C_deg	76.30 %	518.73 ppm
2021/7/3	18:15:1	24.60 C_deg	76.20 %	518.72 ppm
2021/7/3	18:30:4	24.60 C_deg	75.90 %	518.73 ppm
2021/7/3	18:45:3	24.50 C_deg	76.60 %	518.73 ppm
2021/7/3	19:0:2	24.40 C_deg	76.80 %	518.71 ppm
2021/7/3	19:15:1	24.40 C_deg	77.20 %	518.72 ppm
2021/7/3	19:30:0	24.40 C_deg	76.70 %	518.72 ppm
2021/7/3	19:45:3	24.40 C_deg	76.20 %	518.73 ppm
2021/7/3	20:0:2	24.50 C_deg	76.10 %	518.74 ppm
2021/7/3	20:15:1	24.50 C_deg	76.90 %	518.71 ppm
2021/7/3	20:30:0	24.50 C_deg	75.90 %	518.71 ppm
2021/7/3	20:45:4	24.50 C_deg	75.50 %	518.71 ppm
2021/7/3	21:0:3	24.50 C_deg	75.30 %	518.73 ppm
2021/7/3	21:15:2	24.50 C_deg	75.90 %	518.72 ppm
2021/7/3	21:30:1	24.40 C_deg	75.90 %	518.70 ppm
2021/7/3	21:45:4	24.40 C_deg	75.90 %	518.72 ppm
2021/7/3	22:0:3	24.40 C_deg	77.00 %	518.73 ppm
2021/7/3	22:15:2	24.30 C_deg	78.10 %	518.74 ppm
2021/7/3	22:30:1	24.30 C_deg	78.70 %	518.73 ppm
2021/7/3	22:45:4	24.20 C_deg	78.30 %	518.72 ppm
2021/7/3	23:0:3	24.10 C_deg	79.40 %	518.73 ppm
2021/7/3	23:15:2	24.10 C_deg	79.70 %	518.70 ppm
2021/7/3	23:30:0	24.10 C_deg	80.80 %	518.71 ppm
2021/7/3	23:45:4	24.20 C_deg	82.80 %	518.71 ppm
2021/7/4	0:0:2	24.10 C_deg	79.30 %	518.73 ppm
2021/7/4	0:15:1	24.00 C_deg	78.10 %	518.74 ppm
2021/7/4	0:30:4	23.90 C_deg	77.20 %	518.73 ppm
2021/7/4	0:45:3	23.90 C_deg	76.80 %	518.72 ppm
2021/7/4	1:0:2	23.80 C_deg	76.30 %	518.71 ppm
2021/7/4	1:15:0	23.70 C_deg	75.90 %	518.74 ppm
2021/7/4	1:30:3	23.70 C_deg	75.90 %	518.72 ppm
2021/7/4	1:45:2	23.60 C_deg	76.30 %	518.71 ppm
2021/7/4	2:0:1	23.50 C_deg	76.40 %	518.72 ppm
2021/7/4	2:15:3	23.40 C_deg	76.90 %	518.74 ppm
2021/7/4	2:30:2	23.30 C_deg	78.40 %	518.73 ppm
2021/7/4	2:45:0	23.30 C_deg	78.40 %	518.72 ppm
2021/7/4	3:0:3	23.20 C_deg	78.50 %	518.73 ppm
2021/7/4	3:15:2	23.20 C_deg	79.20 %	518.72 ppm
2021/7/4	3:30:4	23.20 C_deg	79.50 %	518.73 ppm
2021/7/4	3:45:3	23.10 C_deg	79.50 %	518.73 ppm
2021/7/4	4:0:1	23.10 C_deg	79.90 %	518.72 ppm
2021/7/4	4:15:4	23.00 C_deg	80.10 %	518.73 ppm
2021/7/4	4:30:2	23.00 C_deg	79.90 %	518.74 ppm
2021/7/4	4:45:0	23.00 C_deg	80.10 %	518.72 ppm
2021/7/4	5:0:3	22.90 C_deg	80.20 %	518.72 ppm
2021/7/4	5:15:1	22.80 C_deg	80.20 %	518.73 ppm
2021/7/4	5:30:4	22.80 C_deg	80.30 %	518.73 ppm
2021/7/4	5:45:2	22.80 C_deg	80.30 %	518.72 ppm
2021/7/4	6:0:0	22.70 C_deg	80.40 %	518.72 ppm
2021/7/4	6:15:3	22.80 C_deg	80.80 %	518.72 ppm
2021/7/4	6:30:1	22.70 C_deg	80.90 %	518.71 ppm
2021/7/4	6:45:4	22.70 C_deg	81.10 %	518.71 ppm
2021/7/4	7:0:2	22.60 C_deg	81.50 %	518.72 ppm
2021/7/4	7:15:4	22.60 C_deg	81.40 %	518.72 ppm
2021/7/4	7:30:2	22.50 C_deg	81.50 %	518.71 ppm
2021/7/4	7:45:0	22.60 C_deg	82.00 %	518.71 ppm
2021/7/4	8:0:3	22.50 C_deg	82.00 %	518.72 ppm
2021/7/4	8:15:1	22.50 C_deg	82.20 %	518.73 ppm
2021/7/4	8:30:3	22.40 C_deg	82.40 %	518.73 ppm
2021/7/4	8:45:1	22.30 C_deg	82.40 %	518.73 ppm
2021/7/4	9:0:3	22.30 C_deg	82.70 %	518.70 ppm
2021/7/4	9:15:1	22.30 C_deg	83.00 %	518.72 ppm
2021/7/4	9:30:4	22.30 C_deg	83.10 %	518.74 ppm
2021/7/4	9:45:1	22.30 C_deg	83.20 %	518.74 ppm
2021/7/4	10:0:4	22.30 C_deg	83.20 %	518.75 ppm
2021/7/4	10:15:2	22.40 C_deg	83.00 %	518.73 ppm
2021/7/4	10:30:4	22.50 C_deg	83.00 %	518.73 ppm
2021/7/4	10:45:2	22.60 C_deg	82.40 %	518.75 ppm
2021/7/4	11:0:0	22.70 C_deg	82.80 %	518.75 ppm
2021/7/4	11:15:3	22.80 C_deg	82.40 %	518.73 ppm
2021/7/4	11:30:1	22.80 C_deg	82.10 %	518.72 ppm
2021/7/4	11:45:3	22.90 C_deg	82.20 %	518.72 ppm
2021/7/4	12:0:1	23.00 C_deg	82.30 %	518.72 ppm
2021/7/4	12:15:4	23.10 C_deg	82.20 %	518.72 ppm
2021/7/4	12:30:2	23.10 C_deg	81.80 %	518.71 ppm
2021/7/4	12:45:1	23.10 C_deg	81.60 %	518.72 ppm
2021/7/4	13:0:3	23.10 C_deg	81.90 %	518.74 ppm
2021/7/4	13:15:1	23.20 C_deg	81.90 %	518.72 ppm
2021/7/4	13:30:4	23.20 C_deg	82.20 %	518.72 ppm
2021/7/4	13:45:2	23.30 C_deg	82.10 %	518.72 ppm
2021/7/4	14:0:1	23.20 C_deg	81.50 %	518.71 ppm
2021/7/4	14:15:3	23.10 C_deg	81.90 %	518.72 ppm
2021/7/4	14:30:2	23.00 C_deg	82.30 %	518.71 ppm
2021/7/4	14:45:4	22.90 C_deg	82.70 %	518.70 ppm
2021/7/4	15:0:2	22.80 C_deg	83.00 %	518.73 ppm
2021/7/4	15:15:1	22.80 C_deg	83.30 %	518.71 ppm
2021/7/4	15:30:3	22.80 C_deg	83.80 %	518.74 ppm
2021/7/4	15:45:1	22.70 C_deg	84.00 %	518.71 ppm
2021/7/4	16:0:4	22.70 C_deg	84.30 %	518.72 ppm
2021/7/4	16:15:2	22.70 C_deg	84.30 %	518.70 ppm
2021/7/4	16:30:4	22.70 C_deg	84.10 %	518.72 ppm
2021/7/4	16:45:2	22.60 C_deg	84.00 %	518.71 ppm
2021/7/4	17:0:0	22.60 C_deg	84.00 %	518.71 ppm
2021/7/4	17:15:3	22.80 C_deg	85.30 %	518.71 ppm
2021/7/4	17:30:1	22.90 C_deg	84.60 %	518.71 ppm
2021/7/4	17:45:4	23.00 C_deg	84.40 %	518.71 ppm
2021/7/4	18:0:2	23.00 C_deg	83.90 %	518.75 ppm
2021/7/4	18:15:0	23.00 C_deg	83.70 %	518.72 ppm
2021/7/4	18:30:3	22.90 C_deg	83.70 %	518.74 ppm
2021/7/4	18:45:1	22.80 C_deg	84.40 %	518.70 ppm
2021/7/4	19:0:3	22.70 C_deg	84.90 %	518.70 ppm
2021/7/4	19:15:1	22.70 C_deg	84.90 %	518.71 ppm
2021/7/4	19:30:4	22.70 C_deg	85.10 %	518.73 ppm
2021/7/4	19:45:2	22.80 C_deg	87.10 %	518.72 ppm
2021/7/4	20:0:4	23.00 C_deg	86.40 %	518.72 ppm
2021/7/4	20:15:2	23.10 C_deg	85.60 %	518.71 ppm
2021/7/4	20:30:1	23.10 C_deg	85.10 %	518.72 ppm
2021/7/4	20:45:3	23.20 C_deg	84.60 %	518.71 ppm
2021/7/4	21:0:2	23.20 C_deg	84.20 %	518.71 ppm
2021/7/4	21:15:0	23.20 C_deg	84.10 %	518.72 ppm
2021/7/4	21:30:3	23.20 C_deg	83.90 %	518.72 ppm
2021/7/4	21:45:1	23.20 C_deg	83.90 %	518.73 ppm
2021/7/4	22:0:4	23.30 C_deg	83.70 %	518.71 ppm
2021/7/4	22:15:2	23.20 C_deg	83.40 %	518.73 ppm
2021/7/4	22:30:0	23.20 C_deg	83.50 %	518.72 ppm
2021/7/4	22:45:3	23.20 C_deg	83.80 %	518.72 ppm
2021/7/4	23:0:1	23.20 C_deg	83.80 %	518.73 ppm
2021/7/4	23:15:4	23.10 C_deg	84.80 %	518.72 ppm
2021/7/4	23:30:2	23.10 C_deg	84.50 %	518.71 ppm
2021/7/4	23:45:1	23.10 C_deg	89.60 %	518.73 ppm
2021/7/5	0:0:3	23.20 C_deg	86.90 %	518.73 ppm
2021/7/5	0:15:2	23.30 C_deg	86.40 %	518.73 ppm
2021/7/5	0:30:0	23.40 C_deg	85.10 %	518.73 ppm
2021/7/5	0:45:3	23.40 C_deg	84.40 %	518.73 ppm
2021/7/5	1:0:1	23.40 C_deg	84.00 %	518.71 ppm
2021/7/5	1:15:4	23.40 C_deg	83.70 %	518.73 ppm
2021/7/5	1:30:2	23.30 C_deg	83.60 %	518.72 ppm
2021/7/5	1:45:1	23.20 C_deg	83.50 %	518.71 ppm
2021/7/5	2:0:4	23.20 C_deg	83.70 %	518.74 ppm
2021/7/5	2:15:2	23.20 C_deg	84.50 %	518.72 ppm
2021/7/5	2:30:0	23.10 C_deg	84.40 %	518.73 ppm
2021/7/5	2:45:3	23.10 C_deg	84.30 %	518.73 ppm
2021/7/5	3:0:1	23.10 C_deg	84.20 %	518.72 ppm
2021/7/5	3:15:4	23.10 C_deg	84.10 %	518.71 ppm
2021/7/5	3:30:2	23.10 C_deg	84.00 %	518.73 ppm
2021/7/5	3:45:0	23.10 C_deg	83.80 %	518.72 ppm
2021/7/5	4:0:3	23.00 C_deg	83.60 %	518.73 ppm
2021/7/5	4:15:1	23.00 C_deg	83.40 %	518.71 ppm
2021/7/5	4:30:4	23.00 C_deg	83.40 %	518.72 ppm
2021/7/5	4:45:2	23.00 C_deg	83.40 %	518.71 ppm
2021/7/5	5:0:0	23.00 C_deg	83.30 %	518.74 ppm
2021/7/5	5:15:3	22.90 C_deg	83.30 %	518.73 ppm
2021/7/5	5:30:1	22.90 C_deg	83.30 %	518.74 ppm
2021/7/5	5:45:4	22.90 C_deg	83.30 %	518.72 ppm
2021/7/5	6:0:2	22.90 C_deg	83.30 %	518.71 ppm
2021/7/5	6:15:0	22.90 C_deg	83.50 %	518.70 ppm
2021/7/5	6:30:3	22.80 C_deg	83.40 %	518.70 ppm
2021/7/5	6:45:1	22.80 C_deg	83.40 %	518.72 ppm
2021/7/5	7:0:3	22.80 C_deg	83.50 %	518.73 ppm
2021/7/5	7:15:2	22.80 C_deg	83.80 %	518.72 ppm
2021/7/5	7:30:4	22.90 C_deg	83.90 %	518.71 ppm
2021/7/5	7:45:2	22.80 C_deg	83.80 %	518.74 ppm
2021/7/5	8:0:0	22.80 C_deg	83.80 %	518.72 ppm
2021/7/5	8:15:3	22.90 C_deg	84.30 %	518.70 ppm
2021/7/5	8:30:1	23.00 C_deg	84.20 %	518.70 ppm
2021/7/5	8:45:4	23.10 C_deg	84.20 %	518.72 ppm
2021/7/5	9:0:2	23.10 C_deg	84.10 %	518.71 ppm
2021/7/5	9:15:0	23.20 C_deg	84.10 %	518.72 ppm
2021/7/5	9:30:3	23.30 C_deg	84.10 %	518.73 ppm
2021/7/5	9:45:1	23.30 C_deg	84.00 %	518.72 ppm
2021/7/5	10:0:4	23.40 C_deg	84.10 %	518.72 ppm
2021/7/5	10:15:3	23.40 C_deg	83.90 %	518.72 ppm
2021/7/5	10:30:1	23.60 C_deg	83.70 %	518.72 ppm
2021/7/5	10:45:4	23.60 C_deg	82.80 %	518.74 ppm
2021/7/5	11:0:2	23.70 C_deg	82.30 %	518.72 ppm
2021/7/5	11:15:1	23.70 C_deg	82.50 %	518.72 ppm
2021/7/5	11:30:4	23.80 C_deg	82.60 %	518.73 ppm
2021/7/5	11:45:3	23.90 C_deg	82.10 %	518.72 ppm
2021/7/5	12:0:1	24.00 C_deg	82.10 %	518.72 ppm
2021/7/5	12:15:0	24.10 C_deg	82.10 %	518.71 ppm
2021/7/5	12:30:3	24.10 C_deg	83.50 %	518.73 ppm
2021/7/5	12:45:2	24.20 C_deg	82.90 %	518.72 ppm
2021/7/5	13:0:1	24.20 C_deg	82.70 %	518.69 ppm
2021/7/5	13:15:4	24.30 C_deg	82.20 %	518.73 ppm
2021/7/5	13:30:3	24.30 C_deg	82.20 %	518.72 ppm
2021/7/5	13:45:2	24.40 C_deg	82.20 %	518.71 ppm
2021/7/5	14:0:1	24.40 C_deg	81.60 %	518.71 ppm
2021/7/5	14:15:4	24.40 C_deg	81.50 %	518.72 ppm
2021/7/5	14:30:3	24.50 C_deg	81.80 %	518.74 ppm
2021/7/5	14:45:2	24.50 C_deg	82.00 %	518.71 ppm
2021/7/5	15:0:1	24.50 C_deg	81.90 %	518.70 ppm
2021/7/5	15:15:4	24.50 C_deg	81.60 %	518.72 ppm
2021/7/5	15:30:3	24.60 C_deg	81.80 %	518.73 ppm
2021/7/5	15:45:2	24.70 C_deg	81.50 %	518.71 ppm
2021/7/5	16:0:1	24.80 C_deg	81.00 %	518.72 ppm
2021/7/5	16:15:0	24.80 C_deg	81.70 %	518.72 ppm
2021/7/5	16:30:4	24.90 C_deg	81.80 %	518.72 ppm
2021/7/5	16:45:3	24.90 C_deg	81.70 %	518.73 ppm
2021/7/5	17:0:2	25.00 C_deg	81.70 %	518.71 ppm
2021/7/5	17:15:1	25.00 C_deg	81.30 %	518.70 ppm
2021/7/5	17:30:0	25.00 C_deg	81.10 %	518.72 ppm
2021/7/5	17:45:4	25.10 C_deg	81.50 %	518.71 ppm
2021/7/5	18:0:3	25.10 C_deg	81.50 %	518.73 ppm
2021/7/5	18:15:2	25.10 C_deg	81.20 %	518.73 ppm
2021/7/5	18:30:1	25.10 C_deg	81.10 %	518.73 ppm
2021/7/5	18:45:1	25.10 C_deg	81.20 %	518.71 ppm
2021/7/5	19:0:4	25.10 C_deg	82.10 %	518.73 ppm
2021/7/5	19:15:3	25.10 C_deg	81.90 %	518.73 ppm
2021/7/5	19:30:3	25.10 C_deg	81.80 %	518.73 ppm
2021/7/5	19:45:2	25.10 C_deg	82.30 %	518.74 ppm
2021/7/5	20:0:1	25.20 C_deg	82.20 %	518.74 ppm
2021/7/5	20:15:0	25.20 C_deg	82.10 %	518.74 ppm
2021/7/5	20:30:4	25.20 C_deg	81.90 %	518.75 ppm
2021/7/5	20:45:3	25.30 C_deg	81.90 %	518.73 ppm
2021/7/5	21:0:2	25.30 C_deg	81.80 %	518.73 ppm
2021/7/5	21:15:2	25.40 C_deg	81.80 %	518.74 ppm
2021/7/5	21:30:1	25.40 C_deg	81.70 %	518.72 ppm
2021/7/5	21:45:0	25.40 C_deg	81.70 %	518.71 ppm
2021/7/5	22:0:4	25.40 C_deg	81.70 %	518.71 ppm
2021/7/5	22:15:3	25.50 C_deg	81.70 %	518.72 ppm
2021/7/5	22:30:3	25.50 C_deg	81.60 %	518.72 ppm
2021/7/5	22:45:2	25.50 C_deg	81.50 %	518.71 ppm
2021/7/5	23:0:2	25.50 C_deg	81.40 %	518.73 ppm
2021/7/5	23:15:1	25.60 C_deg	81.30 %	518.74 ppm
2021/7/5	23:30:1	25.60 C_deg	81.10 %	518.72 ppm
2021/7/5	23:45:0	25.60 C_deg	80.90 %	518.71 ppm
2021/7/6	0:0:4	25.60 C_deg	80.90 %	518.73 ppm
2021/7/6	0:15:3	25.60 C_deg	80.90 %	518.73 ppm
2021/7/6	0:30:3	25.60 C_deg	80.80 %	518.71 ppm
2021/7/6	0:45:2	25.50 C_deg	81.60 %	518.73 ppm
2021/7/6	1:0:2	25.50 C_deg	81.20 %	518.72 ppm
2021/7/6	1:15:1	25.50 C_deg	81.20 %	518.73 ppm
2021/7/6	1:30:0	25.40 C_deg	81.20 %	518.72 ppm
2021/7/6	1:45:4	25.40 C_deg	81.30 %	518.73 ppm
2021/7/6	2:0:4	25.30 C_deg	81.20 %	518.73 ppm
2021/7/6	2:15:3	25.30 C_deg	81.60 %	518.74 ppm
2021/7/6	2:30:2	25.30 C_deg	81.60 %	518.74 ppm
2021/7/6	2:45:1	25.20 C_deg	81.70 %	518.72 ppm
2021/7/6	3:0:1	25.20 C_deg	81.80 %	518.74 ppm
2021/7/6	3:15:4	25.10 C_deg	82.00 %	518.72 ppm
2021/7/6	3:30:3	25.10 C_deg	82.20 %	518.74 ppm
2021/7/6	3:45:3	25.00 C_deg	82.20 %	518.73 ppm
2021/7/6	4:0:2	25.00 C_deg	82.40 %	518.74 ppm
2021/7/6	4:15:1	25.00 C_deg	82.80 %	518.74 ppm
2021/7/6	4:30:0	25.00 C_deg	83.00 %	518.73 ppm
2021/7/6	4:45:4	25.00 C_deg	82.90 %	518.72 ppm
2021/7/6	5:0:3	25.00 C_deg	82.70 %	518.72 ppm
2021/7/6	5:15:2	25.00 C_deg	82.70 %	518.73 ppm
2021/7/6	5:30:1	25.00 C_deg	82.80 %	518.72 ppm
2021/7/6	5:45:0	25.00 C_deg	82.90 %	518.72 ppm
2021/7/6	6:0:4	25.00 C_deg	82.90 %	518.71 ppm
2021/7/6	6:15:3	25.00 C_deg	82.80 %	518.74 ppm
2021/7/6	6:30:2	25.00 C_deg	82.70 %	518.70 ppm
2021/7/6	6:45:1	24.90 C_deg	82.60 %	518.72 ppm
2021/7/6	7:0:0	25.00 C_deg	82.80 %	518.74 ppm
2021/7/6	7:15:4	25.00 C_deg	82.80 %	518.71 ppm
2021/7/6	7:30:3	24.90 C_deg	83.00 %	518.72 ppm
2021/7/6	7:45:2	24.90 C_deg	83.00 %	518.73 ppm
2021/7/6	8:0:1	25.00 C_deg	83.20 %	518.73 ppm
2021/7/6	8:15:0	25.00 C_deg	83.30 %	518.71 ppm
2021/7/6	8:30:4	25.10 C_deg	83.20 %	518.71 ppm
2021/7/6	8:45:3	25.20 C_deg	82.10 %	518.73 ppm
2021/7/6	9:0:2	25.70 C_deg	79.50 %	518.70 ppm
2021/7/6	9:15:2	26.10 C_deg	77.70 %	518.71 ppm
2021/7/6	9:30:2	26.40 C_deg	76.50 %	518.72 ppm
2021/7/6	9:45:1	26.70 C_deg	75.60 %	518.73 ppm
2021/7/6	10:0:1	26.90 C_deg	74.80 %	518.74 ppm
2021/7/6	10:15:2	27.20 C_deg	74.00 %	518.73 ppm
2021/7/6	10:30:2	27.30 C_deg	73.30 %	518.73 ppm
2021/7/6	10:45:2	27.60 C_deg	72.80 %	518.72 ppm
2021/7/6	11:0:2	27.80 C_deg	72.10 %	518.73 ppm
